Modelo;Arquivo_Origem;Parametro;Formula
0210;0210_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0210;0210_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0210;0210_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0210;0210_Corrections_Parameters.htm;GLC;GlueCorr(d())
0210;0210_Corrections_Parameters.htm;LPC;LPCorr(d())
0210;0210_Dust_Flap_Parameters.htm;DFH;L/3+C90X
0210;0210_Dust_Flap_Parameters.htm;DFC;d()+I90Y
0210;0210_Dust_Flap_Parameters.htm;beta;15
0210;0210_Dust_Flap_Parameters.htm;DxT1;O90Y
0210;0210_Dust_Flap_Parameters.htm;DyT1;LSC
0210;0210_Dust_Flap_Parameters.htm;DxT2;0
0210;0210_Dust_Flap_Parameters.htm;DyT2;DyT1
0210;0210_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0210;0210_Glue_Flap_Parameters.htm;GLA;75
0210;0210_Layers_Parameters.htm;LSC;LSCf(d())
0210;0210_Layers_Parameters.htm;LILN;0
0210;0210_Layers_Parameters.htm;LOLN;0
0210;0210_Layers_Parameters.htm;WILN;0
0210;0210_Layers_Parameters.htm;WOLN;0
0210;0210_Layers_Parameters.htm;HILN;0
0210;0210_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0210;0210_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0210;0210_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0210;0210_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0210;0210_Main_Parameters.htm;L;280
0210;0210_Main_Parameters.htm;W;200
0210;0210_Main_Parameters.htm;H;150
0210;0210_Main_Parameters.htm;DT;dtID
0210;0210_Main_Parameters.htm;UL;No
0210;0210_Main_Parameters.htm;X2;W+Wlc
0210;0210_Panel_Parameters.htm;PH;X2-d()+2*C90X
0210;0210_Panel_Parameters.htm;DxPI;DxT1
0210;0210_Panel_Parameters.htm;DyPI;DyT1
0210;0210_Panel_Parameters.htm;DxPI1;DxPI
0210;0210_Panel_Parameters.htm;DyPI1;DyPI
0210;0210_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0210;0210_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*C90Y
0210;0210_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0210;0210_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0210;0210_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0210;0210_Thumb_Cut_Parameters.htm;TCR;12
0210;0210_Tuck_End_Parameters.htm;TEH;40
0210;0210_Tuck_End_Parameters.htm;TER;TEH/2
0210;0210_Tuck_End_Parameters.htm;TEC;DxPI+d()
0211;0211_Corrections_Parameters.htm;I90Y;I90y(d(), fd())
0211;0211_Corrections_Parameters.htm;O90Y;O90y(d(),fd())
0211;0211_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0211;0211_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0211;0211_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0211;0211_Corrections_Parameters.htm;GLC;GlueCorr(d())
0211;0211_Corrections_Parameters.htm;LPC;LPCorr(d())
0211;0211_Dust_Flap_Parameters.htm;DFH;L/3+C90X
0211;0211_Dust_Flap_Parameters.htm;beta;15
0211;0211_Dust_Flap_Parameters.htm;DxT1;O90Y
0211;0211_Dust_Flap_Parameters.htm;DyT1;LSC
0211;0211_Dust_Flap_Parameters.htm;DxT2;0
0211;0211_Dust_Flap_Parameters.htm;DyT2;DyT1
0211;0211_Dust_Flap_Parameters.htm;DFC;d()+I90Y
0211;0211_Dust_Flap_Parameters.htm;DFC1;DFC
0211;0211_Dust_Flap_Parameters.htm;EdgeType;Flat
0211;0211_Dust_Flap_Parameters.htm;ExtL;3
0211;0211_Dust_Flap_Parameters.htm;DFC2;switch(EdgeType, Flat, 0, Chamfer, DFC1, LineExt, DFC1)
0211;0211_Dust_Flap_Parameters.htm;DxCh;DFC2
0211;0211_Dust_Flap_Parameters.htm;ChL;3
0211;0211_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0211;0211_Glue_Flap_Parameters.htm;GLA;75
0211;0211_Layers_Parameters.htm;LSC;LSCf(d())
0211;0211_Layers_Parameters.htm;LILN;0
0211;0211_Layers_Parameters.htm;LOLN;0
0211;0211_Layers_Parameters.htm;WILN;0
0211;0211_Layers_Parameters.htm;WOLN;0
0211;0211_Layers_Parameters.htm;HILN;0
0211;0211_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0211;0211_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0211;0211_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0211;0211_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0211;0211_Main_Parameters.htm;L;280
0211;0211_Main_Parameters.htm;W;200
0211;0211_Main_Parameters.htm;H;150
0211;0211_Main_Parameters.htm;DT;dtID
0211;0211_Main_Parameters.htm;UL;No
0211;0211_Main_Parameters.htm;X2;W+Wlc
0211;0211_Panel_Parameters.htm;PH;X2-d()+2*C90X
0211;0211_Panel_Parameters.htm;DxPI;O90Y
0211;0211_Panel_Parameters.htm;DxPI1;DxPI
0211;0211_Panel_Parameters.htm;DyPI;DyT1
0211;0211_Panel_Parameters.htm;DyPI1;DyPI
0211;0211_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0211;0211_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*C90Y
0211;0211_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0211;0211_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0211;0211_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0211;0211_Thumb_Cut_Parameters.htm;TCR;12
0211;0211_Tuck_End_Parameters.htm;TEH;40
0211;0211_Tuck_End_Parameters.htm;TER;TEH/2
0211;0211_Tuck_End_Parameters.htm;TEC;DxPI+d()
0212;0212_Corrections_Parameters.htm;I90Y;I90y(d(), fd())
0212;0212_Corrections_Parameters.htm;O90Y;O90y(d(),fd())
0212;0212_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0212;0212_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0212;0212_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0212;0212_Corrections_Parameters.htm;GLC;GlueCorr(d())
0212;0212_Corrections_Parameters.htm;LPC;LPCorr(d())
0212;0212_Dust_Flap_Parameters.htm;DFH;L/3+C90X
0212;0212_Dust_Flap_Parameters.htm;beta;15
0212;0212_Dust_Flap_Parameters.htm;DxT1;O90Y
0212;0212_Dust_Flap_Parameters.htm;DyT1;LSC
0212;0212_Dust_Flap_Parameters.htm;DxT2;0
0212;0212_Dust_Flap_Parameters.htm;DyT2;DyT1
0212;0212_Dust_Flap_Parameters.htm;DFC;d()+I90Y
0212;0212_Flaps_Parameters.htm;FH;(W+Wlc)/2+C90X
0212;0212_Flaps_Parameters.htm;FH1;FH+UL*LSC
0212;0212_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0212;0212_Glue_Flap_Parameters.htm;GLA;65
0212;0212_Layers_Parameters.htm;LSC;LSCf(d())
0212;0212_Layers_Parameters.htm;LILN;0
0212;0212_Layers_Parameters.htm;LOLN;0
0212;0212_Layers_Parameters.htm;WILN;0
0212;0212_Layers_Parameters.htm;WOLN;0
0212;0212_Layers_Parameters.htm;HILN;0
0212;0212_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0212;0212_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0212;0212_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0212;0212_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0212;0212_Main_Parameters.htm;L;280
0212;0212_Main_Parameters.htm;W;200
0212;0212_Main_Parameters.htm;H;150
0212;0212_Main_Parameters.htm;DT;dtID
0212;0212_Main_Parameters.htm;UL;No
0212;0212_Main_Parameters.htm;X2;W+Wlc
0212;0212_Panel_Parameters.htm;PH;X2-d()+2*C90X
0212;0212_Panel_Parameters.htm;DxPI;DxT1
0212;0212_Panel_Parameters.htm;DyPI;DyT1
0212;0212_Panel_Parameters.htm;DxPI1;DxPI
0212;0212_Panel_Parameters.htm;DyPI1;DyPI
0212;0212_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0212;0212_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*C90Y
0212;0212_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0212;0212_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0212;0212_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0212;0212_Slot_Parameters.htm;SE;2
0212;0212_Slot_Parameters.htm;SW;SlotWidth(d())
0212;0212_Slot_Parameters.htm;SW2;SW/2
0212;0212_Slot_Parameters.htm;EdgeType;Flat
0212;0212_Slot_Parameters.htm;ExtL;3
0212;0212_Slot_Parameters.htm;SW1;SW/2
0212;0212_Slot_Parameters.htm;DxCh;SW1
0212;0212_Slot_Parameters.htm;ChL;3
0212;0212_Thumb_Cut_Parameters.htm;TCR;12
0212;0212_Tuck_End_Parameters.htm;TEH;40
0212;0212_Tuck_End_Parameters.htm;TER;TEH/2
0212;0212_Tuck_End_Parameters.htm;TEC;DxPI+d()
0214;0214_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0214;0214_Corrections_Parameters.htm;HCDCX;HCODCx(d(), fd(), DT)
0214;0214_Corrections_Parameters.htm;BCDC0X;BCDC0x(d(),fd(), dtID)
0214;0214_Corrections_Parameters.htm;GLC;GlueCorr(d())
0214;0214_Corrections_Parameters.htm;LPC;LPCorr(d())
0214;0214_Double_Crease_Parameters.htm;DC0X;DC0x(d(), fd())
0214;0214_Double_Crease_Parameters.htm;DC;DC0X
0214;0214_Flaps_Parameters.htm;FH;Wss/2
0214;0214_Flaps_Parameters.htm;FH1;FH+UL*LSC
0214;0214_Flaps_Parameters.htm;FH2;H/3
0214;0214_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0214;0214_Glue_Flap_Parameters.htm;GLA;65
0214;0214_Layers_Parameters.htm;LILN;0
0214;0214_Layers_Parameters.htm;LOLN;0
0214;0214_Layers_Parameters.htm;HILN;0
0214;0214_Layers_Parameters.htm;HOLN;1
0214;0214_Layers_Parameters.htm;WILN;0
0214;0214_Layers_Parameters.htm;WOLN;4
0214;0214_Layers_Parameters.htm;LSC;LSCf(d())
0214;0214_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0214;0214_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0214;0214_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0214;0214_Main_Parameters.htm;L;280
0214;0214_Main_Parameters.htm;W;200
0214;0214_Main_Parameters.htm;H;150
0214;0214_Main_Parameters.htm;DT;dtID
0214;0214_Main_Parameters.htm;UL;No
0214;0214_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*BCDC0X-GLC
0214;0214_Score-to-Score_Parameters.htm;Wss;W+2*BCDC0X
0214;0214_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BCDC0X
0214;0214_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*BCDC0X-GLC
0214;0214_Score-to-Score_Parameters.htm;Hss;H+Hlc+HC90X+HCDCX
0214;0214_Slot_Parameters.htm;SE;2
0214;0214_Slot_Parameters.htm;SE1;0
0214;0214_Slot_Parameters.htm;SW;SlotWidth(d())
0214;0214_Slot_Parameters.htm;SW2;SW/2
0214;0214_Slot_Parameters.htm;SW3;2*BCDC0X
0214;0214_Slot_Parameters.htm;EdgeType;Flat
0214;0214_Slot_Parameters.htm;ExtL;3
0214;0214_Slot_Parameters.htm;SW1;switch(EdgeType, Flat, 0, Chamfer, d(), LineExt, d())
0214;0214_Slot_Parameters.htm;DxCh;SW1
0214;0214_Slot_Parameters.htm;ChL;3
0215;0215_Corrections_Parameters.htm;I90Y;I90y(d(), fd())
0215;0215_Corrections_Parameters.htm;O90Y;O90y(d(),fd())
0215;0215_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0215;0215_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0215;0215_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0215;0215_Corrections_Parameters.htm;GLC;GlueCorr(d())
0215;0215_Corrections_Parameters.htm;LPC;LPCorr(d())
0215;0215_Cut_Parameters.htm;CL;20
0215;0215_Cut_Parameters.htm;DxCT;2
0215;0215_Cut_Parameters.htm;CO;d()+1
0215;0215_Cut_Parameters.htm;SegL;2
0215;0215_Cut_Parameters.htm;CL1;CL+1
0215;0215_Cut_Parameters.htm;CO1;d()
0215;0215_Dust_Flap_Parameters.htm;DFH;Lss/2-1
0215;0215_Dust_Flap_Parameters.htm;Z;20
0215;0215_Dust_Flap_Parameters.htm;DFC;d()+I90Y
0215;0215_Dust_Flap_Parameters.htm;beta;15
0215;0215_Dust_Flap_Parameters.htm;DxT1;O90Y
0215;0215_Dust_Flap_Parameters.htm;DyT1;LSC
0215;0215_Dust_Flap_Parameters.htm;DxT2;0
0215;0215_Dust_Flap_Parameters.htm;DyT2;1.50
0215;0215_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0215;0215_Glue_Flap_Parameters.htm;GLA;75
0215;0215_Glue_Flap_Parameters.htm;GLA1;GLA
0215;0215_Layers_Parameters.htm;LSC;LSCf(d())
0215;0215_Layers_Parameters.htm;HILN;0
0215;0215_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 1)
0215;0215_Layers_Parameters.htm;LILN;0
0215;0215_Layers_Parameters.htm;LOLN;0
0215;0215_Layers_Parameters.htm;WILN;0
0215;0215_Layers_Parameters.htm;WOLN;0
0215;0215_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0215;0215_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0215;0215_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0215;0215_Main_Parameters.htm;L;300
0215;0215_Main_Parameters.htm;W;200
0215;0215_Main_Parameters.htm;H;150
0215;0215_Main_Parameters.htm;DT;dtID
0215;0215_Main_Parameters.htm;UL;No
0215;0215_Panel_Parameters.htm;PH;Wss-d()
0215;0215_Panel_Parameters.htm;DxPI;DxT1
0215;0215_Panel_Parameters.htm;DxPI1;DxPI
0215;0215_Panel_Parameters.htm;DyPI;DyT1
0215;0215_Panel_Parameters.htm;DyPI1;DyPI
0215;0215_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0215;0215_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0215;0215_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0215;0215_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0215;0215_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0215;0215_Snap_Lock_Parameters.htm;Off;1
0215;0215_Snap_Lock_Parameters.htm;R;d()+2
0215;0215_Snap_Lock_Parameters.htm;DySEB;(Lss-SBHW)/2
0215;0215_Snap_Lock_Parameters.htm;SBHW;Lss-2*DySEB
0215;0215_Snap_Lock_Parameters.htm;TW;Lss/2
0215;0215_Snap_Lock_Parameters.htm;TH;0.15*Wss
0215;0215_Snap_Lock_Parameters.htm;DySTB;Wss/2
0215;0215_Snap_Lock_Parameters.htm;SBH1;Wss/2
0215;0215_Snap_Lock_Parameters.htm;DxSEB;SBH1+d()
0215;0215_Snap_Lock_Parameters.htm;SBB;0
0215;0215_Snap_Lock_Parameters.htm;SEB;0
0215;0215_Snap_Lock_Parameters.htm;STC;0
0215;0215_Snap_Lock_Parameters.htm;SBC;R
0215;0215_Snap_Lock_Parameters.htm;SEC;0
0215;0215_Snap_Lock_Parameters.htm;calc;if(0,(SBH1+TH)-DySEB, 1000,1)
0215;0215_Snap_Lock_Parameters.htm;SED;SBH1+TH-DySEB
0215;0215_Thumb_Cut_Parameters.htm;TCR;12
0215;0215_Tuck_End_Parameters.htm;TEH;40
0215;0215_Tuck_End_Parameters.htm;TER;TEH/2
0215;0215_Tuck_End_Parameters.htm;TEC;DxPI+d()
0216;0216_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0216;0216_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0216;0216_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0216;0216_Corrections_Parameters.htm;GLC;GlueCorr(d())
0216;0216_Corrections_Parameters.htm;LPC;LPCorr(d())
0216;0216_Flaps_Parameters.htm;FH;(W+0.00)/2+C90X
0216;0216_Flaps_Parameters.htm;FH1;FH+UL*LSC
0216;0216_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0216;0216_Glue_Flap_Parameters.htm;GLA;75
0216;0216_Glue_Flap_Parameters.htm;GLA1;GLA
0216;0216_Layers_Parameters.htm;LSC;LSCf(d())
0216;0216_Layers_Parameters.htm;HILN;0
0216;0216_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 1)
0216;0216_Layers_Parameters.htm;WILN;0
0216;0216_Layers_Parameters.htm;WOLN;0
0216;0216_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0216;0216_Layers_Parameters.htm;LILN;0
0216;0216_Layers_Parameters.htm;LOLN;0
0216;0216_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0216;0216_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0216;0216_Main_Parameters.htm;L;500
0216;0216_Main_Parameters.htm;W;300
0216;0216_Main_Parameters.htm;H;200
0216;0216_Main_Parameters.htm;DT;dtID
0216;0216_Main_Parameters.htm;UL;No
0216;0216_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0216;0216_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0216;0216_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0216;0216_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0216;0216_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0216;0216_Slot_Parameters.htm;SE;2
0216;0216_Slot_Parameters.htm;SW;SlotWidth(d())
0216;0216_Slot_Parameters.htm;SW2;SW/2
0216;0216_Slot_Parameters.htm;EdgeType;Flat
0216;0216_Slot_Parameters.htm;ExtL;3
0216;0216_Slot_Parameters.htm;SW1;SW/2
0216;0216_Slot_Parameters.htm;DxCh;SW1
0216;0216_Slot_Parameters.htm;ChL;3
0216;0216_Snap_Lock_Parameters.htm;Off;1
0216;0216_Snap_Lock_Parameters.htm;R;d()+2
0216;0216_Snap_Lock_Parameters.htm;DySEB;(Lss-SBHW)/2
0216;0216_Snap_Lock_Parameters.htm;SBHW;Lss-2*DySEB
0216;0216_Snap_Lock_Parameters.htm;TW;Lss/2
0216;0216_Snap_Lock_Parameters.htm;TH;0.15*Wss
0216;0216_Snap_Lock_Parameters.htm;DySTB;Wss/2
0216;0216_Snap_Lock_Parameters.htm;SBH1;Wss/2
0216;0216_Snap_Lock_Parameters.htm;DxSEB;SBH1+d()
0216;0216_Snap_Lock_Parameters.htm;SBB;0
0216;0216_Snap_Lock_Parameters.htm;SEB;0
0216;0216_Snap_Lock_Parameters.htm;STC;0
0216;0216_Snap_Lock_Parameters.htm;SBC;R
0216;0216_Snap_Lock_Parameters.htm;SEC;0
0216;0216_Snap_Lock_Parameters.htm;calc;if(0,(SBH1+TH)-DySEB, 1000,1)
0216;0216_Snap_Lock_Parameters.htm;SED;SBH1+TH-DySEB
0217;0217_Carrying_Handle_Parameters.htm;CHBW;Wss/2-O90X
0217;0217_Carrying_Handle_Parameters.htm;CHC;d()
0217;0217_Carrying_Handle_Parameters.htm;CHC1;0
0217;0217_Carrying_Handle_Parameters.htm;CHR;L/15
0217;0217_Carrying_Handle_Parameters.htm;CHH;2*CHR
0217;0217_Carrying_Handle_Parameters.htm;DyCHB;1.5*CHR
0217;0217_Carrying_Handle_Parameters.htm;DxCHB;2.5*CHR
0217;0217_Carrying_Handle_Parameters.htm;CHS;CHR/2
0217;0217_Carrying_Handle_Parameters.htm;TFR;W/12
0217;0217_Carrying_Handle_Parameters.htm;CHHH;sqrt(CHH*CHH+(2*CHR+CHC)*(2*CHR+CHC))
0217;0217_Carrying_Handle_Parameters.htm;CHHW;2.5*d()
0217;0217_Carrying_Handle_Parameters.htm;TFH;CHHH+1.5*TFR
0217;0217_Carrying_Handle_Parameters.htm;HL;L/3
0217;0217_Carrying_Handle_Parameters.htm;HW;0.8*CHH
0217;0217_Carrying_Handle_Parameters.htm;HR;HW
0217;0217_Carrying_Handle_Parameters.htm;HO;(Lss-2*CHC-HL)/2
0217;0217_Corrections_Parameters.htm;O90X;O90x(d(), fd())
0217;0217_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0217;0217_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0217;0217_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0217;0217_Corrections_Parameters.htm;GLC;GlueCorr(d())
0217;0217_Corrections_Parameters.htm;LPC;LPCorr(d())
0217;0217_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0217;0217_Glue_Flap_Parameters.htm;GLA;75
0217;0217_Glue_Flap_Parameters.htm;GLA1;GLA
0217;0217_Layers_Parameters.htm;HILN;0
0217;0217_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 1)
0217;0217_Layers_Parameters.htm;WILN;0
0217;0217_Layers_Parameters.htm;WOLN;0
0217;0217_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0217;0217_Layers_Parameters.htm;LILN;0
0217;0217_Layers_Parameters.htm;LOLN;0
0217;0217_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0217;0217_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0217;0217_Main_Parameters.htm;L;300
0217;0217_Main_Parameters.htm;W;200
0217;0217_Main_Parameters.htm;H;150
0217;0217_Main_Parameters.htm;DT;dtID
0217;0217_Main_Parameters.htm;UL;No
0217;0217_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0217;0217_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0217;0217_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0217;0217_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0217;0217_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0217;0217_Snap_Lock_Parameters.htm;Off;1
0217;0217_Snap_Lock_Parameters.htm;R;d()+2
0217;0217_Snap_Lock_Parameters.htm;DySEB;Wss/3
0217;0217_Snap_Lock_Parameters.htm;SBHW;Lss-2*DySEB
0217;0217_Snap_Lock_Parameters.htm;TW;SBHW
0217;0217_Snap_Lock_Parameters.htm;TH;0.15*Wss
0217;0217_Snap_Lock_Parameters.htm;DySTB;Wss/2
0217;0217_Snap_Lock_Parameters.htm;SBH1;Wss/2
0217;0217_Snap_Lock_Parameters.htm;DxSEB;SBH1+d()
0217;0217_Snap_Lock_Parameters.htm;SBB;0
0217;0217_Snap_Lock_Parameters.htm;SEB;0
0217;0217_Snap_Lock_Parameters.htm;STC;0
0217;0217_Snap_Lock_Parameters.htm;SBC;R
0217;0217_Snap_Lock_Parameters.htm;SEC;0
0217;0217_Snap_Lock_Parameters.htm;calc;if(0,(SBH1+TH)-DySEB, 1000,1)
0217;0217_Snap_Lock_Parameters.htm;SED;switch(calc, 0, TH, 1, SBH1+TH-DySEB)
0218;0218_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0218;0218_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0218;0218_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0218;0218_Corrections_Parameters.htm;GLC;GlueCorr(d())
0218;0218_Corrections_Parameters.htm;LPC;LPCorr(d())
0218;0218_Female_Cuts_Parameters.htm;DxFCB1;5
0218;0218_Female_Cuts_Parameters.htm;DxFCB2;5
0218;0218_Female_Cuts_Parameters.htm;DyFCB2;W/5
0218;0218_Female_Cuts_Parameters.htm;SL;5
0218;0218_Female_Cuts_Parameters.htm;Dist;L/2
0218;0218_Female_Cuts_Parameters.htm;DyFCB1;2*LG
0218;0218_Female_Cuts_Parameters.htm;VOFC;(PH1-DyFCB1-DyFCB2)/2
0218;0218_Flaps_Parameters.htm;FH;W+Wlc+C90X
0218;0218_Flaps_Parameters.htm;FH1;FH-UL*LSC
0218;0218_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0218;0218_Glue_Flap_Parameters.htm;DxGT1;7
0218;0218_Layers_Parameters.htm;HILN;0
0218;0218_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0218;0218_Layers_Parameters.htm;WILN;0
0218;0218_Layers_Parameters.htm;WOLN;0
0218;0218_Layers_Parameters.htm;LSC;LSCf(d())
0218;0218_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0218;0218_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0218;0218_Locking_Flap_Parameters.htm;X1;L
0218;0218_Locking_Flap_Parameters.htm;X2;W+Wlc
0218;0218_Locking_Flap_Parameters.htm;LG;3
0218;0218_Locking_Flap_Parameters.htm;LFH;X2-VOFC
0218;0218_Locking_Flap_Parameters.htm;LFR;DyFCB2-1
0218;0218_Locking_Flap_Parameters.htm;BO;25
0218;0218_Main_Parameters.htm;L;280
0218;0218_Main_Parameters.htm;W;200
0218;0218_Main_Parameters.htm;H;200
0218;0218_Main_Parameters.htm;DT;dtID
0218;0218_Main_Parameters.htm;UL;No
0218;0218_Panel_Parameters.htm;PH;X1/2
0218;0218_Panel_Parameters.htm;PH1;X2-d()
0218;0218_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0218;0218_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0218;0218_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*C90Y
0218;0218_Score-to-Score_Parameters.htm;Lss1;Lss-LPC
0218;0218_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0218;0218_Slot_Parameters.htm;SE;2
0218;0218_Slot_Parameters.htm;SW;SlotWidth(d())
0218;0218_Slot_Parameters.htm;SW1;SW/2
0218;0218_Slot_Parameters.htm;EdgeType;Flat
0218;0218_Slot_Parameters.htm;ExtL;3
0218;0218_Slot_Parameters.htm;SW2;switch(EdgeType, Flat, 0, Chamfer, d(), LineExt, d())
0218;0218_Slot_Parameters.htm;DxCh;SW2
0218;0218_Slot_Parameters.htm;ChL;3
0225;0225_Corrections_Parameters.htm;I90Y;I90y(d(), fd())
0225;0225_Corrections_Parameters.htm;O90X;O90x(d(), fd())
0225;0225_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0225;0225_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0225;0225_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0225;0225_Corrections_Parameters.htm;GLC;GlueCorr(d())
0225;0225_Corrections_Parameters.htm;LPC;LPCorr(d())
0225;0225_Flaps_Parameters.htm;FH;(W+Wlc)/2+C90X
0225;0225_Flaps_Parameters.htm;FH1;FH+UL*LSC
0225;0225_Flaps_Parameters.htm;DxT1;O90X
0225;0225_Flaps_Parameters.htm;FH2;H+Hlc-d()+C90Y
