Modelo;Arquivo_Origem;Parametro;Formula
0227;0227_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0227;0227_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0227;0227_Score-to-Score_Parameters.htm;Lss;L+Llc+2*C90Y
0227;0227_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0227;0227_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0227;0227_Slot_Parameters.htm;SW;SlotWidth(d())
0227;0227_Slot_Parameters.htm;SW1;SW/2
0227;0227_Slot_Parameters.htm;EdgeType;Flat
0227;0227_Slot_Parameters.htm;ExtL;3
0227;0227_Slot_Parameters.htm;SW2;SW/2
0227;0227_Slot_Parameters.htm;DxCh;SW1
0227;0227_Slot_Parameters.htm;ChL;3
0227;0227_Thumb_Cut_Parameters.htm;TCR;12
0227;0227_Trapezoidal_Flaps_Parameters.htm;TPH;X2/3+C90X
0227;0227_Trapezoidal_Flaps_Parameters.htm;DxTB1;TPH
0228;0228_Corrections_Parameters.htm;C90X;C90x(d(), fd(), DT)
0228;0228_Corrections_Parameters.htm;C90Y;C90y(d(), fd(), DT)
0228;0228_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0228;0228_Corrections_Parameters.htm;GLC;GlueCorr(d())
0228;0228_Flaps_Parameters.htm;FH;(W+Wlc)/2+C90X
0228;0228_Flaps_Parameters.htm;FH1;FH-UL*LSC
0228;0228_Flaps_Parameters.htm;FH2;FH+UL*LSC
0228;0228_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0228;0228_Glue_Flap_Parameters.htm;GLA;75
0228;0228_Layers_Parameters.htm;LSC;LSCf(d())
0228;0228_Layers_Parameters.htm;WILN;0
0228;0228_Layers_Parameters.htm;WOLN;0
0228;0228_Layers_Parameters.htm;HILN;0
0228;0228_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 4)
0228;0228_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0228;0228_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0228;0228_Main_Parameters.htm;L;280
0228;0228_Main_Parameters.htm;W;200
0228;0228_Main_Parameters.htm;H;150
0228;0228_Main_Parameters.htm;DT;dtID
0228;0228_Main_Parameters.htm;UL;no
0228;0228_Panel_Parameters.htm;PH;L/2+2*C90Y
0228;0228_Panel_Parameters.htm;PO;20
0228;0228_Panel_Parameters.htm;PH1;L/2+C90Y+PO
0228;0228_Panel_Parameters.htm;PH2;Wss-GLC
0228;0228_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0228;0228_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*C90Y
0228;0228_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y+GLC
0228;0228_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0228;0228_Slot_Parameters.htm;SW;SlotWidth(d())
0228;0228_Slot_Parameters.htm;SE;2
0229;0229_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0229;0229_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0229;0229_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0229;0229_Corrections_Parameters.htm;LPC;LPCorr(d())
0229;0229_Corrections_Parameters.htm;GLC;GlueCorr(d())
0229;0229_Flaps_Parameters.htm;FH;(L+Llc)/2+C90X
0229;0229_Flaps_Parameters.htm;FH1;(W+Wlc)/3+C90X
0229;0229_Flaps_Parameters.htm;FH2;FH+UL*LSC-FH1
0229;0229_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0229;0229_Glue_Flap_Parameters.htm;GLA;65
0229;0229_Layers_Parameters.htm;HILN;0
0229;0229_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 2)
0229;0229_Layers_Parameters.htm;LILN;0
0229;0229_Layers_Parameters.htm;LOLN;0
0229;0229_Layers_Parameters.htm;WILN;0
0229;0229_Layers_Parameters.htm;WOLN;0
0229;0229_Layers_Parameters.htm;LSC;LSCf(d())
0229;0229_Layers_Parameters.htm;Llc;LC(d(),DT,LILN,LOLN)
0229;0229_Layers_Parameters.htm;Wlc;LC(d(),DT,WILN,WOLN)
0229;0229_Layers_Parameters.htm;Hlc;LC(d(),DT,HILN,HOLN)
0229;0229_Main_Parameters.htm;L;280
0229;0229_Main_Parameters.htm;W;200
0229;0229_Main_Parameters.htm;H;150
0229;0229_Main_Parameters.htm;DT;dtID
0229;0229_Main_Parameters.htm;UL;no
0229;0229_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y-GLC
0229;0229_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0229;0229_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0229;0229_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y-GLC
0229;0229_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0229;0229_Slot_Parameters.htm;SE;2
0229;0229_Slot_Parameters.htm;SW;SlotWidth(d())
0229;0229_Slot_Parameters.htm;SW1;SW/2
0229;0229_Slot_Parameters.htm;EdgeType;Flat
0229;0229_Slot_Parameters.htm;ExtL;3
0229;0229_Slot_Parameters.htm;SW2;switch(EdgeType, Flat, 0, Chamfer, SW1, LineExt, SW1)
0229;0229_Slot_Parameters.htm;DxCh;SW2
0229;0229_Slot_Parameters.htm;ChL;3
0230;0230_Corrections_Parameters.htm;C90X;C90x(d(), fd(), DT)
0230;0230_Corrections_Parameters.htm;C90Y;C90y(d(), fd(), DT)
0230;0230_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0230;0230_Corrections_Parameters.htm;GLC;GlueCorr(d())
0230;0230_Flaps_Parameters.htm;FH;(W+Wlc)/2+C90X
0230;0230_Flaps_Parameters.htm;FH1;FH-UL*LSC
0230;0230_Flaps_Parameters.htm;FH2;FH+UL*LSC
0230;0230_Layers_Parameters.htm;LSC;LSCf(d())
0230;0230_Layers_Parameters.htm;WILN;0
0230;0230_Layers_Parameters.htm;WOLN;0
0230;0230_Layers_Parameters.htm;HILN;0
0230;0230_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 4)
0230;0230_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0230;0230_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0230;0230_Main_Parameters.htm;L;280
0230;0230_Main_Parameters.htm;W;200
0230;0230_Main_Parameters.htm;H;150
0230;0230_Main_Parameters.htm;DT;dtID
0230;0230_Main_Parameters.htm;UL;no
0230;0230_Panel_Parameters.htm;PH;L/3
0230;0230_Panel_Parameters.htm;PO;20
0230;0230_Panel_Parameters.htm;PH1;L-PH+PO
0230;0230_Score-to-Score_Parameters.htm;Wss1;W+Wlc+2*C90Y+GLC
0230;0230_Score-to-Score_Parameters.htm;Lss;L+2*C90Y
0230;0230_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*C90Y
0230;0230_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0230;0230_Slot_Parameters.htm;SW;SlotWidth(d())
0230;0230_Slot_Parameters.htm;SE;2
0231;0231_Corrections_Parameters.htm;C90X;C90x(d(), fd(), DT)
0231;0231_Corrections_Parameters.htm;C90Y;C90y(d(), fd(), DT)
0231;0231_Corrections_Parameters.htm;HC90X;HC90x(d(), fd(), DT)
0231;0231_Corrections_Parameters.htm;GLC;GlueCorr(d())
0231;0231_Flaps_Parameters.htm;FH;W/2+C90X
0231;0231_Flaps_Parameters.htm;FH1;FH+2*UL*LSC
0231;0231_Flaps_Parameters.htm;FH2;FH+UL*LSC
0231;0231_Layers_Parameters.htm;LSC;LSCf(d())
0231;0231_Layers_Parameters.htm;LILN;0
0231;0231_Layers_Parameters.htm;LOLN;0
0231;0231_Layers_Parameters.htm;HILN;0
0231;0231_Layers_Parameters.htm;HOLN;switch(UL, No, 0, Yes, 4)
0231;0231_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0231;0231_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0231;0231_Main_Parameters.htm;L;280
0231;0231_Main_Parameters.htm;W;200
0231;0231_Main_Parameters.htm;H;150
0231;0231_Main_Parameters.htm;DT;dtID
0231;0231_Main_Parameters.htm;UL;no
0231;0231_Panel_Parameters.htm;PH;W/3
0231;0231_Panel_Parameters.htm;PO;20
0231;0231_Panel_Parameters.htm;PH1;W-PH+PO
0231;0231_Score-to-Score_Parameters.htm;Lss1;L+Llc+2*C90Y+GLC
0231;0231_Score-to-Score_Parameters.htm;Wss;W+2*C90Y
0231;0231_Score-to-Score_Parameters.htm;Lss;L+Llc+2*C90Y
0231;0231_Score-to-Score_Parameters.htm;Hss;H+Hlc+2*HC90X
0231;0231_Slot_Parameters.htm;SW;SlotWidth(d())
0231;0231_Slot_Parameters.htm;SE;2
0300;0300_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0300;0300_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0300;0300_Flaps_Parameters.htm;FH;HssX+UL*LSC
0300;0300_Gap_Parameters.htm;G;2
0300;0300_Gap_Parameters.htm;SSGD;Lid
0300;0300_Gap_Parameters.htm;BG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -G, Lid, 0), dtOD, -G)
0300;0300_Gap_Parameters.htm;LG;switch(DT, dtID, G, dtSS, switch(SSGD, Body, 0, Lid, G), dtOD, 0)
0300;0300_Layers_Parameters.htm;LSC;LSCf(d())
0300;0300_Layers_Parameters.htm;HILN;0
0300;0300_Layers_Parameters.htm;HOLN;0
0300;0300_Layers_Parameters.htm;LILN;0
0300;0300_Layers_Parameters.htm;LOLN;0
0300;0300_Layers_Parameters.htm;WILN;2
0300;0300_Layers_Parameters.htm;WOLN;0
0300;0300_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0300;0300_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0300;0300_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0300;0300_Main_Parameters.htm;L;280
0300;0300_Main_Parameters.htm;W;200
0300;0300_Main_Parameters.htm;H;100
0300;0300_Main_Parameters.htm;DT;dtID
0300;0300_Main_Parameters.htm;UL;Yes
0300;0300_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BG+2*C90Y
0300;0300_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*BG+2*C90X
0300;0300_Score-to-Score_Parameters.htm;HssX;H+Hlc+C90X
0300;0300_Score-to-Score_Parameters.htm;HssY;H+Hlc+C90Y
0300;0300_Slot_Parameters.htm;SW;SlotWidth(d())
0301;0301_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0301;0301_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0301;0301_Flaps_Parameters.htm;FH;HssX+UL*LSC
0301;0301_Gap_Parameters.htm;G;2
0301;0301_Gap_Parameters.htm;SSGD;Lid
0301;0301_Gap_Parameters.htm;BG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -G, Lid, 0), dtOD, -G)
0301;0301_Gap_Parameters.htm;LG;switch(DT, dtID, G, dtSS, switch(SSGD, Body, 0, Lid, G), dtOD, 0)
0301;0301_Layers_Parameters.htm;LSC;LSCf(d())
0301;0301_Layers_Parameters.htm;HILN;0
0301;0301_Layers_Parameters.htm;HOLN;0
0301;0301_Layers_Parameters.htm;LILN;0
0301;0301_Layers_Parameters.htm;LOLN;0
0301;0301_Layers_Parameters.htm;WILN;0+4
0301;0301_Layers_Parameters.htm;WOLN;0
0301;0301_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0301;0301_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0301;0301_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0301;0301_Main_Parameters.htm;L;280
0301;0301_Main_Parameters.htm;W;200
0301;0301_Main_Parameters.htm;H;100
0301;0301_Main_Parameters.htm;DT;dtID
0301;0301_Main_Parameters.htm;UL;Yes
0301;0301_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BG+2*C90Y
0301;0301_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*BG+2*C90X
0301;0301_Score-to-Score_Parameters.htm;HssX;H+Hlc+C90X
0301;0301_Score-to-Score_Parameters.htm;HssY;H+Hlc+C90Y
0301;0301_Slot_Parameters.htm;SW;SlotWidth(d())
0302;0302_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0302;0302_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0302;0302_Gap_Parameters.htm;G;2
0302;0302_Gap_Parameters.htm;SSGD;Lid
0302;0302_Gap_Parameters.htm;BG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -G, Lid, 0), dtOD, -G)
0302;0302_Gap_Parameters.htm;LG;switch(DT, dtID, G, dtSS, switch(SSGD, Body, 0, Lid, G), dtOD, 0)
0302;0302_Layers_Parameters.htm;HILN;0
0302;0302_Layers_Parameters.htm;HOLN;0
0302;0302_Layers_Parameters.htm;LILN;0
0302;0302_Layers_Parameters.htm;LOLN;0
0302;0302_Layers_Parameters.htm;WILN;0
0302;0302_Layers_Parameters.htm;WOLN;0
0302;0302_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0302;0302_Layers_Parameters.htm;Wlc;LC(d(), DT, LILN, LOLN)
0302;0302_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0302;0302_Main_Parameters.htm;L;280
0302;0302_Main_Parameters.htm;W;200
0302;0302_Main_Parameters.htm;H;100
0302;0302_Main_Parameters.htm;DT;dtID
0302;0302_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BG+2*C90Y
0302;0302_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*BG+2*C90X
0302;0302_Score-to-Score_Parameters.htm;HssX;H+Hlc+C90X
0302;0302_Score-to-Score_Parameters.htm;HssY;H+Hlc+C90Y
0302;0302_Slot_Parameters.htm;SW;SlotWidth(d())
0303;0303_Corrections_Parameters.htm;C90X;C90x(d(), fd(), DT)
0303;0303_Corrections_Parameters.htm;C90Y;C90y(d(), fd(), DT)
0303;0303_Flaps_Parameters.htm;FH;HssY+UL*LSC
0303;0303_Gap_Parameters.htm;BG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -G, Lid, 0), dtOD, -G)
0303;0303_Gap_Parameters.htm;LG;switch(DT, dtID, G, dtSS, switch(SSGD, Body, 0, Lid, G), dtOD, 0)
0303;0303_Layers_Parameters.htm;LSC;LSCf(d())
0303;0303_Layers_Parameters.htm;LILN;2
0303;0303_Layers_Parameters.htm;LOLN;0
0303;0303_Layers_Parameters.htm;WILN;0
0303;0303_Layers_Parameters.htm;WOLN;0
0303;0303_Layers_Parameters.htm;HILN;0
0303;0303_Layers_Parameters.htm;HOLN;0
0303;0303_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0303;0303_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0303;0303_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0303;0303_Main_Parameters.htm;L;280
0303;0303_Main_Parameters.htm;W;200
0303;0303_Main_Parameters.htm;H;100
0303;0303_Main_Parameters.htm;DT;dtID
0303;0303_Main_Parameters.htm;UL;Yes
0303;0303_Main_Parameters.htm;G;2
0303;0303_Main_Parameters.htm;SSGD;Lid
0303;0303_Panels_Parameters.htm;UseCut;if1((Lss-2*UL*LSC)/2-HssX, -0.01, 0, 1, 0, 0)
0303;0303_Panels_Parameters.htm;CD;30
0303;0303_Panels_Parameters.htm;CBL;2*CD-2*(HssX-(Lss-2*UL*LSC)/2)
0303;0303_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BG+2*C90Y
0303;0303_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*BG+2*C90X
0303;0303_Score-to-Score_Parameters.htm;HssX;H+Hlc+C90X
0303;0303_Score-to-Score_Parameters.htm;HssY;H+Hlc+C90Y
0303;0303_Slot_Parameters.htm;SW;SlotWidth(d())
0304;0304_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0304;0304_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0304;0304_Flaps_Parameters.htm;FH;HssX+UL*LSC
0304;0304_Gap_Parameters.htm;G;2
0304;0304_Gap_Parameters.htm;SSGD;Lid
0304;0304_Gap_Parameters.htm;BG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -G, Lid, 0), dtOD, -G)
0304;0304_Gap_Parameters.htm;LG;switch(DT, dtID, G, dtSS, switch(SSGD, Body, 0, Lid, G), dtOD, 0)
0304;0304_Layers_Parameters.htm;LSC;LSCf(d())
0304;0304_Layers_Parameters.htm;HILN;0
0304;0304_Layers_Parameters.htm;HOLN;0
0304;0304_Layers_Parameters.htm;LILN;0
0304;0304_Layers_Parameters.htm;LOLN;0
0304;0304_Layers_Parameters.htm;WILN;2
0304;0304_Layers_Parameters.htm;WOLN;0
0304;0304_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0304;0304_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0304;0304_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0304;0304_Main_Parameters.htm;L;280
0304;0304_Main_Parameters.htm;W;200
0304;0304_Main_Parameters.htm;H;100
0304;0304_Main_Parameters.htm;DT;dtID
0304;0304_Main_Parameters.htm;UL;Yes
0304;0304_Panels_Parameters.htm;UseCut;if1(Lss/2-HssX, -0.01, 0, 1, 0, 0)
0304;0304_Panels_Parameters.htm;CD;20
0304;0304_Panels_Parameters.htm;CBL;2*CD-2*(HssX-Lss/2)
0304;0304_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BG+2*C90Y
0304;0304_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*BG+2*C90X
0304;0304_Score-to-Score_Parameters.htm;HssX;H+Hlc+C90X
0304;0304_Score-to-Score_Parameters.htm;HssY;H+Hlc+C90Y
0304;0304_Slot_Parameters.htm;SW;SlotWidth(d())
0306;0306_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0306;0306_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0306;0306_Flaps_Parameters.htm;FH;HssX+UL*LSC
0306;0306_Gap_Parameters.htm;G;0
0306;0306_Gap_Parameters.htm;SSGD;Lid
0306;0306_Gap_Parameters.htm;BG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -G, Lid, 0), dtOD, -G)
0306;0306_Gap_Parameters.htm;LG;switch(DT, dtID, G, dtSS, switch(SSGD, Body, 0, Lid, G), dtOD, 0)
0306;0306_Layers_Parameters.htm;LSC;LSCf(d())
0306;0306_Layers_Parameters.htm;HILN;0
0306;0306_Layers_Parameters.htm;HOLN;0
0306;0306_Layers_Parameters.htm;LILN;0
0306;0306_Layers_Parameters.htm;LOLN;0
0306;0306_Layers_Parameters.htm;WILN;0+4
0306;0306_Layers_Parameters.htm;WOLN;0
0306;0306_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0306;0306_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0306;0306_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0306;0306_Main_Parameters.htm;L;280
0306;0306_Main_Parameters.htm;W;200
0306;0306_Main_Parameters.htm;H;100
0306;0306_Main_Parameters.htm;DT;dtID
0306;0306_Main_Parameters.htm;UL;Yes
0306;0306_Main_Parameters.htm;LD;30
0306;0306_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BG+2*C90Y
0306;0306_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*BG+2*C90X
0306;0306_Score-to-Score_Parameters.htm;HssX;H+Hlc+C90X
0306;0306_Score-to-Score_Parameters.htm;HssY;H+Hlc+C90Y
0306;0306_Slot_Parameters.htm;SW;SlotWidth(d())
0307;0307_Corrections_Parameters.htm;I90X;I90x(d(), fd())
0307;0307_Corrections_Parameters.htm;I90Y;I90y(d(), fd())
0307;0307_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0307;0307_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0307;0307_Female_Cut_Parameters.htm;FCL;1.5*LGL
0307;0307_Female_Cut_Parameters.htm;VOFC;DxLFB-5
0307;0307_Female_Cut_Parameters.htm;HOFC;DyLFB+3
0307;0307_Female_Cut_Parameters.htm;DxFCB;LGO1-HOFC-I90X
0307;0307_Female_Cut_Parameters.htm;DyFCB;LGO-VOFC+1+I90X
0307;0307_Gap_Parameters.htm;G;2
0307;0307_Gap_Parameters.htm;SSGD;Lid
0307;0307_Gap_Parameters.htm;BG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -G, Lid, 0), dtOD, -G)
0307;0307_Gap_Parameters.htm;LG;switch(DT, dtID, G, dtSS, switch(SSGD, Body, 0, Lid, G), dtOD, 0)
0307;0307_Layers_Parameters.htm;LSC;LSCf(d())
0307;0307_Layers_Parameters.htm;HILN;0
0307;0307_Layers_Parameters.htm;HOLN;0
0307;0307_Layers_Parameters.htm;LILN;0
0307;0307_Layers_Parameters.htm;LOLN;0+4
0307;0307_Layers_Parameters.htm;WILN;0+4
0307;0307_Layers_Parameters.htm;WOLN;0
0307;0307_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0307;0307_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0307;0307_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0307;0307_Locking_Flap_Parameters.htm;LGO;0.6*H
0307;0307_Locking_Flap_Parameters.htm;DxLFB;0.5*LGO
0307;0307_Locking_Flap_Parameters.htm;DyLFB;DxLFB
0307;0307_Locking_Flap_Parameters.htm;LGL;10
0307;0307_Locking_Flap_Parameters.htm;LGA;65
0307;0307_Locking_Flap_Parameters.htm;EdgeType;Flat
0307;0307_Locking_Flap_Parameters.htm;ExtL;3
0307;0307_Locking_Flap_Parameters.htm;ChL;3
0307;0307_Locking_Flap_Parameters.htm;LFC;switch(EdgeType, Flat, 0, Chamfer, d(), LineExt, d())
0307;0307_Locking_Flap_Parameters.htm;DxCh;LFC
0307;0307_Locking_Flap_Parameters.htm;LTR;((LGO-DxLFB)/(cos(atan(DyLFB/DxLFB)))+LGL)/2
0307;0307_Locking_Flap_Parameters.htm;LGO1;DyLFB+(DyLFB*(LGO-DxLFB))/DyLFB
0307;0307_Main_Parameters.htm;L;280
0307;0307_Main_Parameters.htm;W;200
0307;0307_Main_Parameters.htm;H;100
0307;0307_Main_Parameters.htm;DT;dtID
0307;0307_Main_Parameters.htm;UL;Yes
0307;0307_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BG+2*C90Y
0307;0307_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*BG+2*C90X
0307;0307_Score-to-Score_Parameters.htm;HssX;H+Hlc+C90X
0307;0307_Score-to-Score_Parameters.htm;HssY;H+Hlc+C90Y
0308;0308_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0308;0308_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0308;0308_Flap_Parameters.htm;FH;HssX-UL*LSC
0308;0308_Gap_Parameters.htm;G;0
0308;0308_Gap_Parameters.htm;SSGD;Lid
0308;0308_Gap_Parameters.htm;BG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -G, Lid, 0), dtOD, -G)
0308;0308_Gap_Parameters.htm;LG;switch(DT, dtID, G, dtSS, switch(SSGD, Body, 0, Lid, G), dtOD, 0)
0308;0308_Layers_Parameters.htm;LSC;LSCf(d())
0308;0308_Layers_Parameters.htm;HILN;0
0308;0308_Layers_Parameters.htm;HOLN;0
0308;0308_Layers_Parameters.htm;LILN;0
0308;0308_Layers_Parameters.htm;LOLN;0
0308;0308_Layers_Parameters.htm;WILN;0
0308;0308_Layers_Parameters.htm;WOLN;2
0308;0308_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0308;0308_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0308;0308_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0308;0308_Main_Parameters.htm;L;280
0308;0308_Main_Parameters.htm;W;200
0308;0308_Main_Parameters.htm;H;100
0308;0308_Main_Parameters.htm;DT;dtID
0308;0308_Main_Parameters.htm;UL;Yes
0308;0308_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BG+2*C90Y
0308;0308_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*BG+2*C90X
0308;0308_Score-to-Score_Parameters.htm;HssX;H+Hlc+C90X
0308;0308_Score-to-Score_Parameters.htm;HssY;H+Hlc+C90Y
0308;0308_Slot_Parameters.htm;SW;SlotWidth(d())
0309;0309_Corrections_Parameters.htm;C90X;C90x(d(), fd(), DT)
0309;0309_Corrections_Parameters.htm;C90Y;C90y(d(), fd(), DT)
0309;0309_Gap_Parameters.htm;G;2
0309;0309_Gap_Parameters.htm;SSGD;Lid
0309;0309_Gap_Parameters.htm;BG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -G, Lid, 0), dtOD, -G)
0309;0309_Gap_Parameters.htm;LG;switch(DT, dtID, G, dtSS, switch(SSGD, Body, 0, Lid, G), dtOD, 0)
0309;0309_Layers_Parameters.htm;LILN;0
0309;0309_Layers_Parameters.htm;LOLN;0
0309;0309_Layers_Parameters.htm;WILN;0
0309;0309_Layers_Parameters.htm;WOLN;4
0309;0309_Layers_Parameters.htm;HILN;0
0309;0309_Layers_Parameters.htm;HOLN;0
0309;0309_Layers_Parameters.htm;Llc;LC(d(), DT, LILN, LOLN)
0309;0309_Layers_Parameters.htm;Wlc;LC(d(), DT, WILN, WOLN)
0309;0309_Layers_Parameters.htm;Hlc;LC(d(), DT, HILN, HOLN)
0309;0309_Main_Parameters.htm;L;280
0309;0309_Main_Parameters.htm;W;200
0309;0309_Main_Parameters.htm;H;100
0309;0309_Main_Parameters.htm;DT;dtID
0309;0309_Score-to-Score_Parameters.htm;Lss;L+Llc+2*BG+2*C90Y
0309;0309_Score-to-Score_Parameters.htm;Wss;W+Wlc+2*BG+2*C90X
0309;0309_Score-to-Score_Parameters.htm;HssX;H+Hlc+C90X
0309;0309_Score-to-Score_Parameters.htm;HssY;H+Hlc+C90Y
0310;0310_Corrections_Parameters.htm;C90X;C90x(d(),fd(),DT)
0310;0310_Corrections_Parameters.htm;C90Y;C90y(d(),fd(),DT)
0310;0310_Corrections_Parameters.htm;GLC;GlueCorr(d())
0310;0310_Corrections_Parameters.htm;LPC;LPCorr(d())
0310;0310_Flaps_Parameters.htm;FH;HssX+UL*LSC
0310;0310_Gap_Parameters.htm;LG;2
0310;0310_Gap_Parameters.htm;BtmG;0
0310;0310_Gap_Parameters.htm;SSGD;Lid
0310;0310_Gap_Parameters.htm;BtmG1;switch(DT, dtID, BtmG, dtSS, switch(SSGD, Body, -LG+BtmG, Lid, BtmG), dtOD, -LG+BtmG)
0310;0310_Gap_Parameters.htm;LidG;switch(DT, dtID, LG, dtSS, switch(SSGD, Body, 0, Lid, LG), dtOD, 0)
0310;0310_Gap_Parameters.htm;BodyG;switch(DT, dtID, 0, dtSS, switch(SSGD, Body, -LG, Lid, 0), dtOD, -LG)
0310;0310_Glue_Flap_Parameters.htm;GL;GLWidth(d())
0310;0310_Glue_Flap_Parameters.htm;GLA;90
0310;0310_Layers_Parameters.htm;LSC;LSCf(d())
0310;0310_Layers_Parameters.htm;HILN;0
0310;0310_Layers_Parameters.htm;HOLN;0
0310;0310_Layers_Parameters.htm;LILN;0
